SMILES,logP,MW
CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,3.74,206.33
CC(C)(C)C1CCCCC1=O,2.79,154.25
O=C1CCCCC1C1CCCCC1,3.33,180.29
O=C1CCCCC1Cl,1.74,132.59
O=C1CCCCCCCCCCC1,3.86,182.31
O=C1CCCCCCCCCCCCCCO1,4.61,240.39
O=C1CCCCCCCCCCCN1,3.02,197.32
O=C1CCCCO1,0.71,100.12
O=C1CCCN1CCO,-0.4,129.16
O=C1NC(=O)C2CC=CCC12,0.23,151.16
C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O,1.35,238.29
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,1.18,226.28
CCC1(C)NC(=O)NC1=O,-0.01,142.16
O=c1[nH]c2ccccc2o1,1.12,135.12
O=C1NCCN1CCO,-1.0,130.15
O=c1[nH]ncc2ccccc12,0.92,146.15
CC12CCCC=C1C(=O)OC2=O,1.19,166.18
O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,1.54,322.23
O=C1OC(=O)C2CC=CCC12,0.65,152.15
O=C1OC(=O)C2CCCCC12,0.88,154.16
O=C1OC(=O)C2C3C=CC(C3)C12,0.51,164.16
CCC1COC(=O)O1,0.93,116.12
CCCCC1C(=O)NC(=O)N(C2CCCCC2)C1=O,2.2,266.34
CCCCN1C(=O)c2ccccc2C1=O,2.08,203.24
O=C1c2ccccc2C(=O)N1CCl,1.48,195.6
O=C1c2ccccc2C(=O)N1CO,0.23,177.16
CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,2.94,440.82
CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1,1.12,339.33
O=c1nn[nH]c2ccccc12,0.32,147.14
COCC(=O)N(c1c(C)cccc1C)N1CCOC1=O,1.65,278.31
CCN1C(=O)c2ccccc2C1Nc1ccc(OCCN2CCCCC2)cc1,4.14,379.5
O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,1.41,383.5
O=CC=Cc1ccccc1,1.9,132.16
O=CC=O,-0.62,58.04
O=Cc1cccc(Br)c1,2.26,185.02
O=Cc1cc2ccccc2o1,2.25,146.14
O=Cc1ccc(Cl)cc1Cl,2.81,175.01
O=Cc1ccc(CO)o1,0.58,126.11
CC(CC=O)CCCC(C)(C)O,2.15,172.27
O=CN(CCO)CCO,-1.57,133.15
O=CN1CCCCC1,0.63,113.16
O=CN1CCOCC1,-0.53,115.13
O=CNNC=O,-1.61,88.07
C=CC(C)(CCC=C(C)C)OC=O,2.85,182.26
CN(N=O)c1ccccc1,1.8,136.15
CCCCN(CCCCO)N=O,1.54,174.24
O=NN1CCCC1,0.76,100.12
O=NN1CCCCC1,1.15,114.15
CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,1.74,284.25
COP(=O)(O)OC,0.38,126.05
O=[PH](O)c1ccccc1,0.78,142.09
CNC(=O)/C=C(\C)OP(=O)(OC)OC,1.05,223.16
O=[PH](Oc1ccccc1)Oc1ccccc1,3.53,234.19
CCOP(=O)(N=C1SCCS1)OCC,3.0,255.3
O=S(=O)(Cl)c1ccccc1,1.61,176.62
COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,0.55,387.4
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,0.1,410.41
CCOc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,1.26,294.34
CC(C)(C)c1nnc(NS(=O)(=O)c2ccccc2)s1,2.64,297.41
Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1,1.37,239.25
CC1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1,1.05,254.27
O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1,0.11,284.25
O=S(=O)(O)CCCN1CCOCC1,-0.4,209.27
NCCOS(=O)(=O)O,-1.24,141.15
COS(=O)(=O)OC,-0.48,126.13
CS(=O)(=O)c1ccc(Cl)cc1,1.74,190.65
CC(=O)Nc1ccc(S(N)(=O)=O)cc1,0.29,214.25
COP(=S)(OC)Oc1ccc(S(N)(=O)=O)cc1,1.23,297.29
NS(=O)(=O)c1ccccc1Cl,0.99,191.64
NS(=O)(=O)c1ccccc1OC(F)(F)F,1.23,241.19
COC(=O)c1sccc1S(N)(=O)=O,0.18,221.26
O=S1(=O)CC=CC1,-0.03,118.16
O=S1(=O)CCCC1,0.2,120.17
C1C2OC2C2C1C1CC2C2OC12,0.81,164.2
O=C(O)/C=C/c1c[nH]cn1,0.51,138.13
O=C(O)c1cccc(C(=O)O)c1C(=O)O,0.78,210.14
O=C(O)c1c(Cl)cccc1Cl,2.69,191.01
O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.78,210.14
O=C(O)c1cc(Cl)ccc1Cl,2.69,191.01
N#Cc1ccc(C(=O)O)cc1,1.26,147.13
O=Cc1ccc(C(=O)O)cc1,1.2,150.13
O=C(O)c1ccc(C(=O)O)cc1,1.08,166.13
O=C(O)c1ccc(Cl)cc1,2.04,156.57
O=C(O)c1cccc(C(=O)O)c1,1.08,166.13
O=C(O)c1ccccc1C(=O)O,1.08,166.13
OCCN(CCO)CCO,-1.73,149.19
CCc1cnc(C(=O)O)c(C(=O)O)c1,1.04,195.17
O=C(O)CC(C(=O)O)C(CC(=O)O)C(=O)O,-0.66,234.16
O=C(O)CCSSCCC(=O)O,1.32,210.28
CCCCOC(=O)C(C)O,0.71,146.19
CCCCOCC(C)OCC(C)O,1.59,190.28
OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,2.49,301.3
OCC(O)c1ccccc1,0.71,138.17
CCC(O)OCC(C)OC(O)CC,0.86,192.26
CCCCOC(CC)OC(C)COC(O)CC,2.69,248.36
OC[C@@H](O)[C@@H](O)CO,-2.31,122.12
O=[N+]([O-])c1nccn1CO[C@@H](CO)[C@H](O)CO,-1.52,247.21
O=c1c(O)c(O)c1=O,-1.31,114.06
Nc1cc(C(=O)O)c(O)c(S(=O)(=O)O)c1,-0.08,233.2
CC1(C)CC(O)CC(C)(C)N1[O],1.35,172.25
Nc1cc(S(=O)(=O)O)ccc1O,0.22,189.19
CCc1ccc(O)c(OC)c1,1.96,152.19
CCCc1ccc(O)c(OC)c1,2.35,166.22
CC(=O)CCc1ccc(O)cc1,1.91,164.2
CCCCC1CCC(O)CC1,2.73,156.27
CC(C)COC(=O)c1ccccc1O,2.21,194.23
CN(C)Cc1ccccc1O,1.45,151.21
O=S(=O)(O)c1ccccc1O,0.64,174.18
OC1CCCc2ccccc21,2.06,148.2
CCCCOC(=O)CO,0.32,132.16
OCC(CO)(CBr)CBr,0.75,261.94
O=C(CCN1CC1)OCC(CO)(COC(=O)CCN1CC1)COC(=O)CCN1CC1,-1.29,427.5
CCC(CO)(CO)COCC(CC)(CO)CO,-0.24,250.33
OCC(O)CCl,-0.42,110.54
OCC(O)CO,-1.67,92.09
C=CCOCC(O)CO,-0.46,132.16
OCC1CCC(CO)CC1,0.78,144.21
OCC1CCCO1,0.16,102.13
OCC1CC2CC1C1CCC(CO)C21,1.27,196.29
Cc1ccccc1CCO,1.53,136.19
OCCc1ccncc1,0.62,123.15
OCCCC1CCCCC1,2.34,142.24
OCCCCCO,0.14,104.15
OCCCCO,-0.25,90.12
OCCCO,-0.64,76.1
O=NN(CCO)CCO,-1.05,134.14
OCCN1CCN(CCO)CC1,-1.41,174.24
OCCNCc1ccccc1,0.77,151.21
CC(CN(CCN(CC(C)OCCO)CC(C)OCCO)CC(C)OCCO)OCCO,-0.82,468.63
CC(COCCO)OCCO,-0.61,164.2
OCCOc1cccc(OCCO)c1,0.43,198.22
CCCCC(CC)COCCO,2.21,174.28
CCCCCCOCCO,1.58,146.23
CCCCCCCCCCCCCCCCCCOCCO,6.26,314.55
COCCOCCO,-0.36,120.15
CCCOCCOCCOCCO,0.44,192.25
OCCOCCOCCOCCOCCO,-0.96,238.28
OCCSc1ccccc1,1.77,154.23
OCCSCSCCO,0.39,168.28
O=C(NCO)NCO,-1.81,120.11
ON=CC=NO,-0.09,88.07
O=P(O)(O)c1ccccc1,0.49,158.09
O=C(O)c1ccc(S(=O)(=O)O)cc1C(=O)O,0.33,246.2
CC(C)c1ccc(S(=O)(=O)O)cc1,2.06,200.26
O=S(=O)(O)c1ccc(Cl)cc1,1.59,192.62
C1CCC(SSC2CCCCC2)CC1,5.03,230.44
NC(=S)c1c(Cl)cccc1Cl,2.63,206.1
S=C=S,1.02,76.15
S=C1NCCN1,-0.54,102.16
CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.97,398.57
CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C(O)[C@H]1O,-1.52,281.27
Oc1cc(O)cc(/C=C/c2ccc(O)c(O)c2)c1,2.68,244.25
COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC,3.72,348.38
Cc1onc(O)c1CC(N)C(=O)O,-0.36,186.17
Nc1nc(N)c(N=O)c(OCC2CCCCC2)n1,2.0,251.29
c1ccc2c(c1)CC(N1CCN(c3cccc4c3OCCO4)CC1)C2,2.75,336.44
Oc1cc2c(cc1O)C(c1ccccc1)CNCC2,2.38,255.32
N=C(N)c1ccc(CS(=O)(=O)F)cc1,0.77,216.24
O=C(OCCN1CCOCC1)C1(c2ccccc2)CCCCC1,2.76,317.43
COc1cc(C(O)CO)ccc1OS(=O)(=O)[O-],-0.44,263.25
COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1,2.91,414.33
Cc1cc([C@@H]2CCCN2C)on1,1.75,166.22
N[C@@H](CCC(=O)N[C@H](CSN=O)C(=O)NCC(=O)O)C(=O)O,-1.72,336.33
c1ccc(C(NCCNC(c2ccccc2)c2ccccc2)c2ccccc2)cc1,5.74,392.55
C/N=c1/nc(-c2ccccc2)n(-c2ccccc2)s1,3.13,267.36
CN1CCc2cc(NC(=O)Nc3cccnc3)ccc21,2.72,268.32
C=CCn1c(=O)c2c(nc(-c3ccc(S(=O)(=O)O)cc3)n2C)n(C)c1=O,0.53,376.39
COc1cc(C(O)CN)ccc1O,0.39,183.21
NC(=O)CNCCC(c1ccccc1)c1ccccc1,2.28,268.36
O=[N+]([O-])c1cccc2cn[nH]c12,1.47,163.14
O=C(O)Cc1ccc(O)c(O)c1,0.72,168.15
CCCCCCCC/C=C\CCCCCCCC(=O)NCCc1ccc(O)c(O)c1,6.79,417.63
CCCN(CCC)C1CCc2ccc(O)cc2C1,3.37,247.38
N=C(N)SCCN,-0.43,119.19
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)Cc1ccccc1,2.86,382.46
CC(C)(CO)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4.55,292.46
CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,2.64,371.46
CC(=O)NCCc1c[nH]c2ccccc12,1.85,202.26
Cc1sc2ccccc2c1CC1=NCCN1,2.75,230.34
CC(C)Oc1cccnc1N(C)C1CCN(Cc2ccccc2)CC1,3.97,339.48
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(F)c(F)c(F)c(F)c1F,3.74,419.35
NC[C@@H]1O[C@H](C23CC4CC(CC(C4)C2)C3)Cc2c1ccc(O)c2O,3.26,329.44
C[N+]1(C)CCOC(O)(c2ccc(-c3ccc(C4(O)C[N+](C)(C)CCO4)cc3)cc2)C1,1.86,414.55
CN[C@H](CC(=O)O)C(=O)O,-0.87,147.13
COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1,2.53,385.51
O=C(O)c1cc(O)c2ccccc2n1,1.64,189.17
CCOC(=O)N1CCN(/[N+]([O-])=N/Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])CC1,1.45,384.31
COc1ccc(-c2cc3ncc(C)n3c(Nc3ncccc3C(N)=O)n2)cc1OC,2.96,404.43
COc1cc2c(CCNC(C)=O)c[nH]c2cc1Cl,2.51,266.73
COc1ccc(NC(=O)/C=C/c2ccc(Cl)cc2)cc1,4.0,287.75
O=S(=O)(c1cccc2c(I)cccc12)N1CCCNCC1,2.43,416.28
Nc1ccc(-c2nc3ccc(-c4nc5cc(N)ccc5[nH]4)cc3[nH]2)cc1,3.94,340.39
C[C@H](NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,2.88,308.34
CCCCC#Cc1nc(NC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)C3O)c2n1,0.02,361.4
N/C(=N\C(=O)c1nc(Cl)c(N)nc1N)NCc1ccccc1,0.54,319.76
OC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,4.3,340.85
Oc1ccc(C2CNCc3sccc32)cc1O,2.39,247.32
O=c1oc(Cl)c(Cl)c2ccccc12,3.1,215.04
O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,2.7,256.26
CC1CN(S(=O)(=O)c2cccc3cnccc23)CCN1,1.22,291.38
COc1cc(OC)c(/C=C2/C(=O)Nc3ccccc32)c(OC)c1,3.21,311.34
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1,2.64,280.28
C=CCN1CCc2c(cc(O)c(O)c2Cl)C(c2ccccc2)C1,3.93,329.83
CC(N)(C(=O)O)c1ccc(C(=O)O)cc1,0.64,209.2
CC(C)(C=O)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4.75,290.45
CC(C)(C)c1onc(OCP(=O)(O)O)c1CC(N)C(=O)O,0.44,322.25
Oc1ccc2c3c1O[C@H]1c4oc5ccccc5c4C[C@@]4(O)C(C2)N(CC2CC2)CCC314,3.84,415.49
Cc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1cccnc1N2,2.77,307.4
O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,-3.88,402.15
O=C(O)C1=CC(=C(c2ccc(O)c(C(=O)O)c2)c2ccc(O)c(C(=O)O)c2)C=CC1=O,2.45,422.35
Cn1cnc(CCN)c1,-0.08,125.18
O=C1Nc2cc(Br)ccc2/C1=C1\Nc2ccccc2\C1=N\O,3.42,356.18
O=C(O)c1cc2cc(F)ccc2[nH]1,2.01,179.15
CN(N=O)c1ccc(O)c(O)c1,1.22,168.15
CCCN1CC[C@@H]2c3cc(O)ccc3CC[C@@H]21,2.91,231.34
S=C(NC1CCCCC1)N1CCC(c2c[nH]cn2)CC1,2.8,292.45
O=C(c1ccc(OCCCc2c[nH]cn2)cc1)C1CC1,3.01,270.33
O=c1ccc2ccc(O)c(O)c2o1,1.2,178.14
COC(=O)[C@H](NC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccccc1,4.55,396.45
CN(C)C(=N)NCCC[C@H](N)C(=O)O,-0.74,202.26
Nc1ncnc2c1ncn2C1CCCC1,1.52,203.25
NC(CP(=O)(O)O)C(=O)O,-1.42,169.07
O=[N+]([O-])c1ccc(CSc2ncnc3c2ncn3[C@@H]2O[C@H](CO)C(O)[C@H]2O)cc1,0.64,419.42
N=C(N)NOCCC(N)C(=O)O,-1.8,176.18
CN1CCC2(CCN3CCc4c(oc5ccccc45)C3C2)N(C)C1=O,3.25,339.44
S=C([S-])OC1CC2CC1C1CCCC21,2.66,227.37
O=C(O)c1cc(=O)cc(C(=O)O)[nH]1,-0.23,183.12
CN1Cc2sccc2C(c2ccc(O)c(O)c2)C1,2.74,261.35
O=C1C2C=CC=CC2=NC(=S)N1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,5.17,489.59
Cn1ccnc1,0.42,82.11
CC(C)(C)c1onc(O)c1CC([NH3+])C(=O)[O-],-1.42,228.25
COc1ccc(CNC(=O)/C=C/c2ccc3[nH]cc(CCN(C)C)c3c2)cc1,3.61,377.49
CCOC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1cc(OC)ccc1-2,2.35,341.37
NC[C@@H]1O[C@H](c2ccccc2)Cc2c1ccc(O)c2O,2.41,271.32
COc1cc(C(O)C(=O)O)ccc1O,0.52,198.17
C[N+]1(C)CCC(OC(=O)C(c2ccccc2)c2ccccc2)CC1,3.6,324.44
O=S(=O)(c1cccc2ncccc12)N1CCNCC1,0.83,277.35
CN(C)c1nc(N)c(C(=O)N=C(N)N)nc1Cl,-0.81,257.68
Fc1cccc(/C=N/N=C/c2cccc(F)c2)c1,3.42,244.24
CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3N)nc21,3.93,385.9
O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1cccc([N+](=O)[O-])c1,2.53,395.42
O=c1cc(O)cc(/C=C/c2ccc(O)c(O)c2)o1,1.93,246.22
Nc1nc2[nH]c(=O)cnc2c(=O)[nH]1,-1.41,179.14
CC(=O)/C=C1\C(=O)N(C)c2ccccc21,1.64,201.23
NC(=O)COc1c(F)cc(SCCNS(=O)(=O)c2ccccc2)cc1F,1.9,402.44
Cn1c(=O)c2[nH]c(-c3ccc(S(=O)(=O)O)cc3)nc2n(C)c1=O,-0.13,336.33
COC1=C(OC)C(=O)c2ccccc2C1=O,1.57,218.21
CCCCS(=N)(=O)CCC(N)C(=O)O,0.64,222.31
COc1ccc(-c2cc[c+](N)n(CCCC(=O)O)n2)cc1,2.29,288.33
N[C@@H](Cn1oc(=O)[nH]c1=O)C(=O)O,-2.46,189.13
C=CCc1ccccc1OCC(O)CN[C@]1(C)CCC[C@H](C(C)(C)NC(=O)CBr)C1,3.98,481.48
O=C(O)CCC(=O)N1CCCC1C(=O)O,-0.07,215.2
C[C@]12Cc3cn4c(nc3C=C1CCC1C2CC[C@@]2(C)[C@H]1CC[C@@]2(O)C#N)nc1ccccc14,5.32,438.58
CCN(c1nc(N)c(C(=O)N=C(N)N)nc1Cl)C(C)C,0.36,299.77
NCCCNCCCCNCCCN,-0.36,202.35
NC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,-2.01,266.26
NCC(O)C1CCCCCCC1,1.67,171.28
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(O)c(O)c1,2.3,297.27
C[C@@H](N)Cc1c[nH]cn1,0.3,125.17
Brc1c(Br)c(Br)c2[nH]cnc2c1Br,4.61,433.72
O=C1NC(=O)/C(=C/c2ccc(-c3ccc(F)cc3O)o2)S1,3.12,305.29
CCCn1c(=O)c(C)cn2nc(N)nc12,0.19,207.24
CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1P(=O)(c1ccccc1)c1ccccc1,5.46,340.45
COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1,2.89,393.49
Clc1ccc(N2CC3CCC(C2)N3)nn1,1.07,224.7
Nc1ccc2c3c(cccc13)C(=O)NC2=O,1.31,212.21
CN(N=O)c1cc(O)ccc1O,1.22,168.15
N[C@H](C(=O)O)[C@H](O)C(=O)O,-2.16,149.1
O=C1C(SCCO)=C(SCCO)C(=O)c2ccccc21,1.73,310.4
CCCN(CCC)C1Cc2cc(OC)c(OC)cc2C1,3.29,277.41
C[C@@H]1O[C@H](C[N+](C)(C)C)C[C@H]1O,0.23,174.26
N=C(N)Nc1ccc2[nH]c3c(c2c1)C[C@@]1(O)[C@H]2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,2.88,471.56
OC[C@H]1O[C@H](n2cnc3c(N[C@H]4CCC[C@@H]4O)ncnc32)[C@H](O)[C@@H]1O,-1.24,351.36
Cc1ccc(O)c(N=Nc2ccccc2)n1,3.51,213.24
Cn1c(=O)c2c(nc(/C=C/c3cccc(Cl)c3)n2C)n(C)c1=O,1.79,330.78
NCc1cc(O)no1,-0.16,114.1
O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,1.69,318.24
C[C@H](N)Cc1cccc(C(F)(F)F)c1,2.6,203.21
O=C(O)C1CCCN(CCC=C(c2ccccc2)c2ccccc2)C1,4.31,335.45
NC(CCP(=O)(O)O)C(=O)O,-1.03,183.1
CC(/C=C/c1cccc(Oc2ccc(F)cc2)c1)N(O)C(N)=O,3.79,316.33
CN(C)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,4.23,395.47
Cn1c(=O)[nH]c2ncn(C)c2c1=O,-1.04,180.17
CSC(=N)NCCC[C@H](N)C(=O)O,0.07,205.28
N=C(N)NCCCCN,-0.79,130.2
CC(=O)NCCc1c[nH]c2ccc(O)cc12,1.55,218.26
COc1cc(SC)ccc1C(=O)N1CCC(Cc2ccccc2)CC1,4.51,355.5
CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)[O-])n2Cc1ccc(Cl)cc1,6.68,471.09
CCC(CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,3.2,354.46
[N-]=[N+]=Nc1ccc(C(=O)CSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)cc1,0.42,466.48
Cc1cccc(C(=O)NCN2CCN(c3ccccc3C#N)CC2)c1,2.38,334.42
NS(=O)Oc1cc(C(=O)O)c(NCc2ccco2)cc1Cl,2.16,330.75
O=C1CCCN1CC#CCN1CCCC1,0.71,206.29
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CCCC[C@@H]1N1CCCC1,4.4,369.34
CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,2.36,304.39
CS(=N)(=O)CC[C@H](N)C(=O)O,-0.54,180.23
Fc1ccc(CN(C2=NCCN2)c2c(Cl)cccc2Cl)cc1,4.1,338.21
COc1ccc(CN=O)c(C(=O)CCNC(C)=O)c1,1.67,264.28
CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,2.75,242.27
COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1,2.35,376.42
COc1ccccc1N1CCN(CCCNc2c(C)c(=O)n(C)c(=O)n2C)CC1,1.03,401.51
N[C@@H](CCCC(=O)O)C(=O)O,-0.35,161.16
NCCc1c[nH]c2ccccc12,1.67,160.22
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@]1(O)C3,4.16,318.46
NC(Cc1cc(O)c(O)cc1O)C(=O)O,-0.24,213.19
COc1cc(/C=C(\C#N)C(=O)c2ccc(O)c(O)c2)cc(I)c1O,3.21,437.19
Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,5.13,394.86
CCCN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,3.63,295.38
N=C(N)c1ccc(N)cc1,0.55,135.17
C[C@H]1CCC/C=C/C2C[C@H](O)C[C@@]2(O)C/C=C/C(=O)O1,2.11,280.36
NCCCCCCCCCCN,2.02,172.32
Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)C,1.15,244.27
CNC(=O)c1cc2c(cn1)[nH]c1ccccc12,2.08,225.25
O=C(CCCN1C=CC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,3.89,379.44
CC1=NN=C(c2ccc(N)cc2)c2cc3c(cc2C1)OCO3,2.77,293.33
CCCn1c(=O)c2c(ncn2C)n(CCC)c1=O,0.72,250.3
CN(C)C(=O)/N=N/C(=O)N(C)C,0.8,172.19
CC(C)(C)c1ccc(S(=O)(=O)/C=C/C#N)cc1,2.8,249.33
O=C(O)C1CCCNC1,0.07,129.16
C[C@H](N)CN1CCc2ccc(Br)cc21,2.16,255.16
NNC(=O)c1ccc(O)cc1,-0.0,152.15
NC1CCc2cc(O)c(O)cc2C1,0.91,179.22
CC(C)c1cc(F)cc2c1C[C@](CCN(C)CCCc1nc3ccccc3[nH]1)(OC(=O)C1CC1)CC2,5.96,491.65
NC1(C(=O)O)CCc2cc(C(=O)O)ccc21,0.57,221.21
O=C1NC(c2cccc([N+](=O)[O-])c2)=CCN1c1ccccc1O,2.87,311.3
O=C1NC(=O)/C(=C/c2ccc3nccnc3c2)S1,1.95,257.27
N[C@H](C(=O)O)[C@H](Cc1ccccc1)C(=O)O,0.34,223.23
O=C(c1cc(O)c(O)c([N+](=O)[O-])c1)c1ccccc1F,2.38,277.21
COc1ccc2c(c1)c(CC(=O)O)c(C)n2Cc1ccc(Cl)cc1,4.29,343.81
CCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C,6.34,428.68
O=C1c2ccccc2C(=O)c2c(NCCc3ccc(O)cc3)ccc(NCCc3ccc(O)cc3)c21,5.18,478.55
CC(N)Cc1c[nH]c2ccc(O)cc12,1.76,190.25
Cc1cccc(C)c1OCC(N)C(C)C,2.67,207.32
O=[N+]([O-])c1ccc2nc(N3CCNCC3)ccc2c1,1.55,258.28
Nc1ccc(N2C(=O)c3ccccc3C2=O)c(Cl)c1,2.72,272.69
Nc1nc(SCc2ccc([N+](=O)[O-])cc2)c2ncn([C@@H]3O[C@H](CO)C(O)[C@H]3O)c2n1,0.22,434.43
Clc1ccc(N2CCN(Cc3cc4ccccn4n3)CC2)cc1,3.31,326.83
Cc1ccccc1N1C(=O)c2cc(S(=O)ON)c(Cl)cc2NC1C,2.98,365.84
Nc1nc(Nc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)C(O)[C@H]1O,-0.24,358.36
OC[C@H]1O[C@@H](n2cnc3c(NC4CCCCC4)ncnc32)[C@H](O)[C@@H]1O,0.18,349.39
CN(C)CC/C=C1/c2ccccc2Sc2cc(Cl)ccc21,5.19,315.87
C[C@@]1(C2CCCC2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,4.39,357.23
CC1(C)CCC=[N+]1[O-],1.14,113.16
NC1CCN(O)C1=O,-1.06,116.12
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@@H]1N1CCCC1,4.4,369.34
NC(=O)c1ccc2[nH]ccc2c1,1.27,160.18
O=C(CCCCCN1CCN(c2ccccc2-c2ccccc2)CC1)NC1CCCc2ccccc21,6.23,481.68
NCCNS(=O)(=O)c1cccc2c(Cl)cccc12,1.73,284.77
COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O,4.01,307.43
Cn1cc(C(=O)OCC2CCN(CCNS(C)(=O)=O)CC2)c2ccccc21,1.6,393.51
CCOC(=O)C12CC1/C(=N/O)c1ccccc1O2,1.58,247.25
N=C(N)N[C@@H](CCC(=O)O)C(=O)O,-1.21,189.17
COc1ccc(CCN(C)CCc2ccc(OC)c(OC)c2)cc1OC,3.44,359.47
NCCCP(=O)(O)O,-0.49,139.09
CCc1ccc2c(-c3cccc(Cl)c3)nc(=O)n(CC)c2n1,3.69,313.79
Nn1nnc2ccccc21,0.15,134.14
NS(=O)(=O)C#Cc1ccccc1,0.28,181.22
O=c1[nH]c(=O)c2nc3ccccc3nc2[nH]1,0.16,214.18
Cc1cc(Cn2cnc3c2C[C@@H](C(=O)O)N(C(=O)C(c2ccccc2)c2ccccc2)C3)ccc1N,3.99,480.57
N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O,0.95,307.09
Oc1ccc2ccccc2c1SSc1c(O)ccc2ccccc12,6.2,350.46
C[N+]1(C)CCc2cc3c(cc2[C@H]1[C@@H]1OC(=O)c2c1ccc1c2OCO1)OCO3,2.73,382.39
